mode,distance_km,passengers,occupancy,traffic_index,temperature_c,rain_index,weekend,co2e_kg
Walking,20.736,1,112.9,0.526,19.59,0.822,1,0.0
Car,17.323,4,4.0,0.587,17.64,0.987,0,0.96881
Bicycle,18.285,1,115.14,0.673,37.21,0.686,1,0.0035
Bicycle,15.766,1,109.32,0.567,11.74,0.347,1,0.0
Metro,4.295,1,110.6,0.831,34.91,0.15,1,0.18345
Motorcycle,21.761,1,115.03,0.741,17.82,0.64,0,2.59058
Bus,2.411,1,11.38,0.628,19.04,0.127,0,0.38309
Bus,14.312,1,14.48,0.115,27.97,0.733,0,1.73902
Bicycle,16.45,1,122.08,0.945,10.18,0.147,1,0.02201
Bus,16.81,1,14.17,0.526,11.5,0.461,0,2.28525
Walking,5.942,1,122.24,0.116,19.27,0.058,0,0.01275
Walking,19.022,1,128.07,0.347,26.19,0.934,1,0.0
Walking,10.875,1,118.55,0.251,28.7,0.167,0,0.00348
Bus,15.381,1,13.93,0.851,34.99,0.662,1,2.10335
Bus,18.06,1,25.68,0.906,20.85,0.493,1,1.31693
Metro,19.034,1,112.13,0.519,22.14,0.065,1,0.84888
Motorcycle,17.303,1,115.87,0.072,27.63,0.008,0,1.71896
Bus,4.75,1,9.31,0.501,38.89,0.469,0,0.89773
Car,18.772,1,1.0,0.793,25.97,0.64,0,4.11871
Motorcycle,4.509,1,121.66,0.964,13.55,0.644,0,0.59111
Car,17.088,3,3.0,0.132,18.24,0.252,1,1.11325
Bus,9.111,1,24.33,0.351,37.75,0.965,0,0.66144
Bus,14.227,1,19.35,0.378,34.03,0.894,1,1.28475
Walking,3.443,1,126.89,0.563,34.55,0.647,1,0.0
Motorcycle,13.562,1,122.74,0.382,36.86,0.868,0,1.52989
Bus,13.721,1,15.8,0.498,29.28,0.442,1,1.57155
Bus,9.425,1,25.84,0.252,24.28,0.249,0,0.68172
Metro,24.984,1,107.91,0.538,10.1,0.004,0,1.19164
Bus,9.216,1,15.21,0.517,28.38,0.095,0,1.03698
Car,16.907,5,5.0,0.281,26.44,0.868,0,0.74532
Bus,17.641,1,2.0,0.331,15.31,0.126,1,15.8967
Walking,16.514,1,124.61,0.237,19.48,0.96,1,0.01162
Car,12.506,2,2.0,0.338,31.88,0.849,0,1.38267
Metro,13.063,1,115.5,0.174,34.12,0.321,0,0.53498
Bicycle,28.103,1,111.73,0.824,28.91,0.428,0,0.0
Car,15.927,4,4.0,0.637,39.6,0.347,0,0.90278
Metro,10.91,1,137.67,0.236,33.23,0.324,1,0.37915
Metro,5.171,1,129.25,0.505,30.8,0.637,0,0.18787
Motorcycle,8.79,1,129.59,0.482,11.1,0.477,0,0.98309
Bus,10.394,1,21.55,0.972,15.69,0.532,0,0.99139
Bicycle,23.454,1,102.41,0.523,17.44,0.041,1,0.0
Car,36.213,2,2.0,0.436,33.87,0.811,1,4.09946
Car,12.6,5,5.0,0.344,38.63,0.656,1,0.56454
Bus,8.789,1,20.34,0.851,35.4,0.918,1,0.88999
Bicycle,8.506,1,120.21,0.795,13.74,0.479,1,0.0
Walking,8.98,1,121.97,0.594,35.64,0.528,0,0.00702
Motorcycle,12.754,1,122.69,0.419,22.66,0.588,0,1.48826
Bus,1.339,1,10.55,0.102,17.73,0.505,0,0.20572
Motorcycle,21.797,1,115.97,0.739,14.96,0.512,1,2.62007
Metro,6.432,1,118.45,0.278,17.57,0.547,1,0.26523
Motorcycle,16.309,1,117.13,0.437,19.58,0.303,0,1.89221
Motorcycle,16.739,1,121.79,0.956,37.34,0.298,1,1.98716
Bicycle,9.589,1,108.13,0.387,27.58,0.28,0,0.0
Metro,16.277,1,123.24,0.653,25.78,0.024,1,0.6637
Bicycle,16.221,1,126.04,0.863,33.25,0.82,1,0.0
Motorcycle,6.085,1,119.37,0.784,14.42,0.124,1,0.68113
Walking,5.816,1,123.56,0.026,14.3,0.224,1,7e-05
Walking,9.533,1,115.11,0.894,17.36,0.238,0,0.01489
Bus,13.514,1,5.19,0.916,30.3,0.013,0,5.00156
Walking,4.276,1,126.42,0.672,34.72,0.936,0,0.00198
Bicycle,3.768,1,116.28,0.556,11.69,0.576,0,0.0
Bus,5.959,1,13.8,0.795,15.09,0.576,0,0.827
Walking,17.064,1,119.51,0.173,21.54,0.776,1,9e-05
Car,11.345,1,1.0,0.195,20.45,0.861,0,2.16726
Bicycle,4.704,1,105.09,0.549,10.35,0.148,0,0.0
Car,13.294,5,5.0,0.681,34.15,0.26,0,0.58386
Bicycle,16.42,1,106.89,0.037,18.52,0.845,1,0.00162
Bicycle,2.426,1,118.26,0.865,33.87,0.483,1,0.0
Bicycle,23.12,1,118.32,0.493,14.41,0.218,0,0.01307
Car,15.191,1,1.0,0.727,22.2,0.799,1,3.68277
Walking,8.273,1,136.66,0.247,24.72,0.414,1,0.0048
Bicycle,6.655,1,118.17,0.669,26.13,0.085,1,0.00644
Bus,8.14,1,15.77,0.613,17.55,0.533,0,0.90961
Metro,9.245,1,111.16,0.91,15.15,0.055,0,0.4115
Motorcycle,16.982,1,120.92,0.146,23.12,0.904,0,1.95294
Car,10.589,5,5.0,0.647,10.91,0.672,1,0.47347
Bicycle,18.723,1,116.33,0.138,14.76,0.699,1,0.00231
Car,13.012,1,1.0,0.76,33.58,0.071,0,2.77754
Walking,16.953,1,103.92,0.272,33.3,0.342,0,0.0
Car,7.391,3,3.0,0.696,39.12,0.363,1,0.53449
Walking,0.822,1,124.06,0.587,20.13,0.041,1,0.0137
Motorcycle,10.358,1,121.68,0.095,19.81,0.14,0,1.12649
Metro,21.119,1,119.0,0.335,32.63,0.735,0,0.86011
Walking,7.254,1,126.39,0.573,16.72,0.585,0,0.01492
Walking,3.316,1,112.69,0.489,30.75,0.432,1,0.0
Motorcycle,4.636,1,123.94,0.201,30.3,0.074,0,0.50428
Car,24.467,5,5.0,0.666,31.19,0.663,1,1.16456
Walking,12.096,1,123.67,0.928,36.79,0.399,1,0.0
Car,4.056,1,1.0,0.84,24.14,0.241,1,0.95469
Car,18.651,2,2.0,0.531,13.47,0.048,1,1.98154
Car,4.568,4,4.0,0.114,17.91,0.825,0,0.24947
Car,7.378,4,4.0,0.646,37.06,0.891,0,0.41148
Walking,3.933,1,112.01,0.955,27.37,0.021,0,0.00669
Metro,11.963,1,119.56,0.404,27.03,0.412,1,0.47374
Metro,11.238,1,111.2,0.158,16.59,0.564,0,0.48652
Car,33.092,1,1.0,0.955,34.01,0.559,0,7.32318
Bus,6.94,1,10.6,0.281,35.37,0.247,0,1.16341
Car,1.966,1,1.0,0.348,25.32,0.186,1,0.41831
Bicycle,1.597,1,120.44,0.959,21.76,0.327,1,0.0
Car,4.482,3,3.0,0.347,23.75,0.321,1,0.31251
Motorcycle,0.999,1,124.87,0.931,20.46,0.758,1,0.12946
Walking,27.14,1,120.79,0.546,19.33,0.044,1,0.00651
Car,4.763,3,3.0,0.807,35.97,0.383,0,0.36127
Motorcycle,37.068,1,123.05,0.825,35.58,0.647,0,4.74229
Bus,15.891,1,20.84,0.274,38.5,0.984,1,1.39083
Motorcycle,4.113,1,147.39,0.646,24.58,0.124,1,0.47794
Bicycle,10.384,1,119.79,0.207,24.75,0.291,1,0.0
Motorcycle,8.664,1,118.76,0.4,11.66,0.1,0,0.98274
Walking,11.418,1,115.58,0.227,30.3,0.218,1,0.00311
Motorcycle,4.448,1,123.46,0.653,28.65,0.509,1,0.53423
Bus,5.313,1,29.08,0.332,34.97,0.456,1,0.33499
Motorcycle,5.778,1,112.3,0.695,14.32,0.119,1,0.66976
Bus,5.3,1,26.53,0.399,17.47,0.102,0,0.35584
Metro,2.241,1,122.62,0.768,22.26,0.49,1,0.09622
Metro,15.3,1,121.65,0.535,20.25,0.041,1,0.62253
Bus,1.888,1,15.05,0.723,15.65,0.188,0,0.22286
Car,4.816,5,5.0,0.929,14.46,0.156,0,0.22525
Car,1.653,2,2.0,0.529,36.67,0.726,0,0.16899
Motorcycle,34.682,1,120.71,0.776,38.06,0.176,0,4.17786
Bus,13.539,1,5.17,0.405,22.78,0.731,0,4.92699
Walking,22.316,1,122.08,0.164,26.65,0.641,1,0.0
Bicycle,9.828,1,127.1,0.411,32.28,0.732,1,0.00857
Walking,3.867,1,122.28,0.201,21.07,0.383,0,0.01183
Walking,6.537,1,114.67,0.663,30.38,0.191,0,0.02068
Car,23.657,1,1.0,0.267,12.31,0.737,1,4.91288
Metro,4.558,1,121.54,0.498,38.34,0.819,1,0.19307
Car,8.79,3,3.0,0.451,38.8,0.336,1,0.64042
Walking,10.669,1,115.51,0.07,37.93,0.328,0,0.00651
Walking,4.63,1,108.41,0.193,15.33,0.139,0,0.0
Bicycle,3.025,1,113.29,0.315,27.44,0.742,0,0.01093
Walking,12.066,1,122.78,0.718,24.06,0.76,1,0.0
Metro,13.265,1,116.58,0.671,37.37,0.636,1,0.57805
Walking,23.504,1,112.79,0.414,29.36,0.145,1,0.0
Bicycle,5.847,1,115.31,0.599,32.49,0.617,0,0.00566
Bus,6.013,1,11.32,0.225,26.89,0.229,1,0.86217
Bicycle,6.08,1,127.73,0.266,20.52,0.044,0,0.0
Motorcycle,20.077,1,132.06,0.017,27.24,0.996,1,2.07611
Bus,7.374,1,27.92,0.015,30.52,0.148,0,0.44035
Bicycle,9.904,1,121.98,0.671,26.38,0.354,0,0.01011
Bicycle,8.139,1,120.77,0.802,26.49,0.813,1,0.0
Motorcycle,20.966,1,127.9,0.132,37.33,0.346,1,2.2832
Bus,19.547,1,34.54,0.188,30.81,0.297,0,0.98699
Walking,18.777,1,126.13,0.576,39.26,0.301,0,0.00235
Motorcycle,8.224,1,113.16,0.67,12.46,0.784,0,0.98872
Metro,22.38,1,112.02,0.841,12.68,0.989,1,1.03294
Motorcycle,6.506,1,130.89,0.705,27.43,0.967,0,0.80143
Bus,11.327,1,12.16,0.751,18.02,0.559,0,1.91328
Bicycle,10.871,1,116.09,0.197,35.97,0.466,0,0.00356
Bus,5.0,1,8.75,0.502,18.29,0.929,0,1.03944
Motorcycle,17.687,1,107.14,0.83,18.63,0.529,0,2.29648
Car,13.856,2,2.0,0.854,21.8,0.548,0,1.65154
Metro,23.135,1,106.81,0.137,32.55,0.327,1,1.08852
Metro,1.239,1,117.09,0.279,21.94,0.572,0,0.04289
Motorcycle,5.214,1,119.07,0.936,15.33,0.028,1,0.67012
Bus,2.663,1,22.24,0.919,25.05,0.777,0,0.23127
Bus,5.787,1,14.48,0.15,34.69,0.27,0,0.65904
Bus,14.527,1,5.71,0.328,12.82,0.148,0,4.19384
Walking,24.015,1,116.36,0.509,12.84,0.915,0,0.0
Bicycle,24.159,1,113.18,0.834,27.64,0.879,1,0.0
Motorcycle,5.2,1,116.91,0.083,21.25,0.533,1,0.56091
Car,3.434,2,2.0,0.689,22.01,0.79,0,0.37053
Metro,16.094,1,108.67,0.426,31.31,0.615,0,0.73811
Bicycle,6.154,1,115.82,0.09,18.83,0.989,0,0.0
Metro,4.141,1,116.8,0.161,21.43,0.232,0,0.16899
Car,13.98,2,2.0,0.189,32.86,0.812,1,1.50595
Metro,3.986,1,119.57,0.392,10.07,0.058,1,0.13846
Car,16.048,3,3.0,0.015,27.58,0.376,0,1.0644
Bus,34.431,1,14.71,0.422,22.51,0.704,1,3.89459
Car,30.357,2,2.0,0.039,24.93,0.034,1,2.80208
Bicycle,5.827,1,124.72,0.112,20.63,0.084,0,0.01638
Bicycle,21.763,1,118.9,0.789,19.77,0.148,1,0.0
Bus,6.037,1,17.58,0.681,13.42,0.389,1,0.61082
Bus,8.564,1,20.91,0.167,14.0,0.895,1,0.71066
Car,10.025,4,4.0,0.286,39.07,0.997,0,0.54066
Bus,8.621,1,12.93,0.784,19.83,0.622,1,1.27741
Motorcycle,17.619,1,115.17,0.586,20.72,0.558,1,2.05583
Motorcycle,8.273,1,123.41,0.872,23.55,0.636,1,1.00642
Walking,25.066,1,114.37,0.083,20.3,0.212,1,0.0
Metro,3.972,1,110.01,0.064,28.84,0.982,0,0.16838
Motorcycle,20.33,1,135.97,0.87,20.54,0.584,1,2.59914
Bicycle,5.49,1,109.86,0.457,33.5,0.65,0,3e-05
Car,9.331,4,4.0,0.169,37.4,0.857,0,0.49024
Metro,2.836,1,128.29,0.621,26.43,0.981,0,0.1064
Bicycle,28.589,1,127.33,0.526,27.4,0.901,0,0.01261
Car,12.063,2,2.0,0.4,30.68,0.536,1,1.32986
Bicycle,9.581,1,115.94,0.078,17.7,0.127,1,0.0
Walking,14.506,1,119.96,0.639,26.33,0.503,0,0.0
Bus,5.803,1,19.5,0.37,27.36,0.673,0,0.55537
Bus,13.852,1,12.99,0.549,22.56,0.397,0,1.97106
Bus,12.652,1,13.79,0.063,28.61,0.959,0,1.62099
Bus,5.559,1,9.21,0.701,26.78,0.165,1,1.13385
Motorcycle,7.278,1,124.06,0.675,13.48,0.759,0,0.85517
Bicycle,18.146,1,119.32,0.524,35.71,0.369,1,0.0
Bus,6.45,1,21.14,0.891,11.51,0.775,0,0.64123
Bus,8.287,1,16.93,0.243,25.74,0.41,0,0.84888
Bicycle,9.27,1,119.01,0.718,16.24,0.805,0,0.0
Metro,13.594,1,132.12,0.04,10.42,0.565,0,0.50424
Car,9.926,4,4.0,0.349,13.66,0.812,0,0.51654
Metro,7.892,1,118.64,0.528,27.46,0.744,1,0.32958
Metro,4.003,1,107.27,0.519,19.13,0.944,0,0.17704
Car,7.915,4,4.0,0.564,12.64,0.932,0,0.44992
Bicycle,11.301,1,116.67,0.715,16.22,0.154,0,0.0
Bicycle,6.641,1,123.38,0.312,17.49,0.472,1,0.0
Metro,10.231,1,122.56,0.207,34.1,0.984,0,0.3869
Car,10.558,3,3.0,0.65,39.59,0.549,0,0.77607
Metro,4.977,1,128.83,0.476,10.87,0.4,1,0.20291
Car,11.775,5,5.0,0.542,31.52,0.368,0,0.51726
Motorcycle,16.13,1,113.47,0.439,23.57,0.057,1,1.8551
Metro,43.962,1,120.34,0.431,38.29,0.069,0,1.77963
Car,20.718,2,2.0,0.973,32.99,0.729,0,2.43533
Walking,8.618,1,127.41,0.903,34.48,0.318,0,0.00924
Motorcycle,14.1,1,117.08,0.023,12.94,0.404,0,1.47755
Car,28.81,4,4.0,0.19,20.76,0.671,1,1.41074
Metro,16.324,1,124.67,0.883,25.7,0.17,1,0.62475
Bus,6.276,1,14.33,0.208,21.92,0.118,1,0.74673
Metro,10.497,1,116.01,0.614,22.23,0.082,0,0.45634
Bus,3.418,1,28.23,0.205,10.24,0.085,1,0.22028
Car,11.353,2,2.0,0.194,38.64,0.565,0,1.1539
Bicycle,2.814,1,113.86,0.624,37.32,0.237,1,0.00808
Car,10.32,2,2.0,0.826,12.72,0.204,1,1.19293
Bus,15.549,1,11.99,0.185,26.86,0.346,0,2.15111
Bus,29.092,1,17.51,0.231,30.32,0.707,0,2.83699
Motorcycle,39.7,1,121.21,0.055,29.59,0.293,0,3.99951
Bicycle,5.205,1,128.95,0.705,36.75,0.98,1,0.0
Car,37.868,4,4.0,0.882,22.91,0.595,1,2.15237
Motorcycle,33.825,1,130.39,0.882,34.78,0.349,0,4.13763
Bicycle,5.847,1,114.84,0.805,16.37,0.892,0,0.0
Bicycle,4.693,1,117.2,0.762,28.66,0.218,0,0.0
Bus,12.016,1,16.33,0.695,17.28,0.324,1,1.38421
Metro,22.431,1,131.32,0.325,18.69,0.432,1,0.87051
Motorcycle,10.467,1,112.23,0.293,21.47,0.228,0,1.15336
Metro,6.141,1,107.84,0.671,39.78,0.675,0,0.27625
Motorcycle,9.99,1,110.6,0.145,28.12,0.197,1,1.02467
Bus,8.894,1,29.43,0.33,10.24,0.85,1,0.55315
Bicycle,8.04,1,124.91,0.982,33.65,0.576,0,0.01428
Bus,6.772,1,24.01,0.377,25.51,0.245,0,0.48218
Metro,3.406,1,126.93,0.965,24.99,0.199,0,0.13475
Walking,11.897,1,110.36,0.556,30.79,0.951,1,0.00223
Metro,4.891,1,121.26,0.352,10.67,0.075,0,0.19178
Car,4.202,4,4.0,0.885,35.9,0.212,1,0.2552
Car,19.904,3,3.0,0.239,28.61,0.677,0,1.351
Bus,19.462,1,14.36,0.811,27.52,0.379,1,2.5584
Bus,16.049,1,17.87,0.593,16.71,0.596,0,1.72142
Motorcycle,1.411,1,114.81,0.089,14.92,0.352,0,0.15391
Bicycle,9.748,1,139.82,0.778,34.66,0.671,1,0.01769
Metro,10.287,1,124.38,0.43,33.66,0.791,1,0.41214
Bus,6.383,1,17.78,0.779,39.03,0.69,0,0.69799
Bus,2.691,1,34.41,0.865,24.18,0.342,1,0.14567
Bus,28.232,1,25.75,0.414,29.55,0.923,0,2.09527
Metro,13.028,1,126.25,0.371,28.27,0.384,1,0.50383
Motorcycle,3.418,1,109.45,0.311,18.42,0.93,1,0.39978
Metro,12.576,1,127.48,0.414,24.61,0.998,1,0.47986
Motorcycle,2.031,1,130.08,0.527,30.03,0.432,1,0.23069
Walking,14.25,1,131.56,0.296,16.35,0.186,0,0.01992
Walking,17.163,1,129.5,0.522,15.91,0.271,1,0.0
Bus,22.456,1,5.3,0.572,13.2,0.118,0,7.44271
Motorcycle,7.226,1,117.71,0.056,16.74,0.523,0,0.79267
Car,7.696,4,4.0,0.045,23.81,0.888,0,0.38852
Walking,1.248,1,125.13,0.186,16.59,0.861,0,0.00859
Bus,13.747,1,24.8,0.649,20.76,0.592,0,1.03638
Motorcycle,28.723,1,121.63,0.556,16.7,0.708,1,3.32102
Bus,10.055,1,11.72,0.042,16.2,0.969,0,1.41364
Metro,18.187,1,124.85,0.715,29.11,0.504,0,0.74088
Bus,4.35,1,24.82,0.643,28.14,0.888,1,0.32736
Metro,22.948,1,130.27,0.711,37.72,0.605,0,0.9409
Motorcycle,30.54,1,118.54,0.327,18.62,0.821,0,3.6106
Bus,12.263,1,23.21,0.336,15.33,0.843,0,0.92734
Walking,4.396,1,125.39,0.736,26.15,0.471,1,0.0
Walking,6.2,1,111.96,0.708,25.24,0.447,0,0.0
Bus,1.841,1,18.97,0.248,24.04,0.499,0,0.17207
Motorcycle,4.436,1,120.01,0.089,16.5,0.986,0,0.5153
Metro,6.271,1,130.84,0.977,26.54,0.25,1,0.24693
Metro,15.726,1,120.59,0.809,15.6,0.962,0,0.59289
Car,19.597,5,5.0,0.081,37.63,0.222,0,0.78747
Bicycle,19.576,1,111.01,0.705,27.3,0.042,1,0.00713
Walking,16.539,1,116.72,0.462,39.7,0.211,1,0.0
Metro,20.704,1,120.63,0.698,34.84,0.816,0,0.84643
Bicycle,36.171,1,118.42,0.709,28.86,0.728,0,0.0
Walking,12.164,1,123.74,0.687,18.83,0.15,1,0.0
Bicycle,8.473,1,117.99,0.597,13.59,0.241,0,0.0
Walking,20.954,1,113.74,0.038,18.74,0.283,1,0.0
Car,9.989,2,2.0,0.249,37.73,0.669,1,0.98759
Walking,10.415,1,121.75,0.904,38.42,0.098,0,0.0
Bus,9.092,1,13.07,0.466,28.43,0.949,1,1.3722
Metro,4.263,1,114.68,0.918,24.09,1.0,0,0.18485
Bicycle,6.06,1,125.3,0.415,34.81,0.755,0,0.0
Car,3.291,3,3.0,0.265,35.9,0.556,0,0.2242
Walking,34.457,1,119.71,0.981,22.31,0.163,0,0.0
Car,2.561,3,3.0,0.493,38.3,0.232,0,0.17632
Bus,8.993,1,15.34,0.816,12.47,0.358,0,1.11349
Walking,22.95,1,118.75,0.823,18.74,0.223,0,0.01171
Motorcycle,11.384,1,118.05,0.978,18.9,0.999,1,1.48348
Bicycle,11.727,1,129.64,0.05,20.68,0.492,0,0.00887
Metro,4.106,1,115.39,0.698,35.06,0.745,1,0.18413
Walking,24.921,1,116.41,0.598,19.32,0.203,0,0.0
Car,5.294,4,4.0,0.409,15.36,0.14,1,0.27585
Walking,17.003,1,124.7,0.647,36.27,0.724,1,0.0
Bus,3.815,1,18.95,0.133,27.27,0.366,1,0.33985
Bus,2.554,1,27.09,0.51,28.55,0.668,1,0.17462
Walking,2.461,1,124.35,0.839,28.42,0.843,1,0.0
Motorcycle,6.397,1,118.75,0.777,23.03,0.738,0,0.80618
Metro,12.107,1,125.93,0.859,16.38,0.403,1,0.46772
Car,6.21,1,1.0,0.741,31.29,0.402,0,1.3739
Metro,4.771,1,106.34,0.865,26.26,0.152,0,0.21253
Metro,2.055,1,118.37,0.068,36.76,0.349,1,0.07855
Walking,0.981,1,110.67,0.417,34.41,0.784,1,0.01614
Bicycle,9.644,1,124.35,0.259,37.13,0.842,0,0.0
Car,29.064,3,3.0,0.706,34.5,0.428,0,2.11971
Bus,14.697,1,30.64,0.542,33.17,0.955,1,0.86733
Bicycle,13.619,1,122.42,0.141,30.87,0.863,0,0.0
Bus,8.237,1,14.35,0.592,21.27,0.007,1,1.08745
Motorcycle,9.914,1,115.02,0.797,30.12,0.747,0,1.26732
Metro,5.727,1,136.3,0.672,29.32,0.577,1,0.21818
Car,20.04,3,3.0,0.398,19.84,0.854,1,1.47228
Car,8.708,5,5.0,0.573,15.75,0.362,1,0.37424
Bus,17.734,1,23.77,0.531,29.52,0.854,1,1.34452
Motorcycle,7.162,1,108.43,0.002,37.37,0.788,1,0.75687
Car,8.522,2,2.0,0.609,25.69,0.221,0,0.89988
Car,14.697,4,4.0,0.927,34.54,0.152,0,0.87116
Walking,18.063,1,108.65,0.2,35.56,0.013,1,0.00858
Motorcycle,3.508,1,119.09,0.919,32.68,0.633,0,0.4703
Bus,10.395,1,18.81,0.82,37.43,0.227,1,0.99942
Motorcycle,2.328,1,123.78,0.146,22.66,0.18,0,0.25375
Bicycle,8.86,1,116.01,0.146,16.47,0.207,0,0.00163
Bus,29.936,1,11.5,0.199,23.48,0.73,0,4.67421
Metro,12.761,1,109.28,0.734,39.08,0.89,0,0.58308
Walking,3.252,1,131.44,0.78,12.07,0.319,0,0.00431
Walking,17.068,1,132.12,0.831,18.61,0.257,1,0.0
Motorcycle,14.977,1,119.18,0.407,16.13,0.684,0,1.72568
Motorcycle,17.867,1,112.34,0.427,36.63,0.427,1,2.00445
Car,23.3,1,1.0,0.945,18.8,0.649,1,5.52622
Walking,7.735,1,126.14,0.785,11.7,0.618,1,0.01172
Bus,18.286,1,11.61,0.371,25.28,0.083,1,2.81085
Car,24.262,4,4.0,0.321,30.09,0.972,1,1.30898
Walking,12.68,1,118.52,0.54,38.33,0.002,1,0.00148
Metro,6.366,1,111.01,0.524,34.86,0.143,0,0.28005
Walking,11.34,1,130.45,0.7,26.51,0.784,1,0.0
Metro,19.536,1,120.24,0.895,20.91,0.947,1,0.77344
Car,12.939,5,5.0,0.494,32.56,0.538,1,0.58681
Motorcycle,12.772,1,107.63,0.263,30.25,0.465,1,1.37288
Bus,8.765,1,20.27,0.735,21.56,0.302,1,0.81369
Bicycle,11.486,1,112.76,0.252,30.73,0.735,1,0.0011
Car,3.336,1,1.0,0.765,32.67,0.381,0,0.7372
Bus,8.336,1,2.87,0.848,13.59,0.772,1,5.75037
Motorcycle,15.244,1,122.96,0.607,21.34,0.798,1,1.89017
Bicycle,9.086,1,135.13,0.452,30.19,0.533,1,0.01043
Bus,9.995,1,10.4,0.019,16.66,0.31,1,1.62146
Metro,10.227,1,108.71,0.664,22.81,0.311,1,0.46643
Motorcycle,3.746,1,123.75,0.607,34.01,0.844,1,0.47963
Bus,10.769,1,14.82,0.026,29.74,0.966,0,1.21492
Walking,35.012,1,117.38,0.518,39.93,0.483,0,0.0
Motorcycle,6.553,1,126.2,0.792,11.89,0.817,1,0.80984
Car,14.945,3,3.0,0.461,37.61,0.676,0,1.127
Bus,6.535,1,8.78,0.232,12.13,0.31,1,1.26452
Car,31.874,2,2.0,0.42,29.6,0.248,1,3.62995
Bicycle,8.815,1,118.71,0.543,18.73,0.214,1,0.0
Metro,26.795,1,113.85,0.371,24.23,0.64,0,1.2147
Car,15.817,1,1.0,0.518,36.98,0.538,1,3.31495
Walking,10.523,1,113.14,0.544,27.02,0.638,1,0.0021
Motorcycle,11.022,1,123.01,0.264,39.97,0.803,0,1.20641
Bicycle,16.999,1,130.5,0.864,15.08,0.016,0,0.00344
Bicycle,17.52,1,128.33,0.662,29.64,0.716,1,0.0
Metro,12.472,1,115.69,0.511,27.91,0.875,1,0.53117
Bicycle,29.367,1,136.26,0.305,30.8,0.504,0,0.0
Bicycle,23.835,1,119.81,0.683,10.8,0.337,0,0.0
Metro,8.693,1,119.06,0.162,39.42,0.044,1,0.37141
Car,27.088,1,1.0,0.478,26.94,0.025,1,5.59976
Car,5.373,3,3.0,0.988,21.69,0.385,0,0.40814
Motorcycle,12.153,1,114.47,0.192,23.17,0.042,1,1.27564
Bus,3.743,1,12.81,0.651,28.21,0.127,0,0.50018
Bus,25.341,1,21.55,0.902,13.94,0.657,0,2.2911
Motorcycle,4.049,1,106.57,0.136,10.52,0.378,0,0.43746
Bus,7.725,1,33.89,0.557,20.7,0.012,0,0.40307
Car,1.39,2,2.0,0.17,19.65,0.926,1,0.13055
Metro,10.401,1,116.1,0.866,37.38,0.555,0,0.43604
Car,9.181,4,4.0,0.097,23.36,0.944,0,0.46725
Metro,5.762,1,127.53,0.713,19.12,0.388,1,0.21826
Bus,29.871,1,13.97,0.929,33.62,0.195,1,4.11122
Car,10.017,5,5.0,0.539,23.13,0.57,1,0.45757
Bus,10.974,1,25.76,0.009,33.08,0.157,1,0.66778
Bicycle,9.148,1,135.14,0.96,19.79,0.028,0,0.017
Car,7.485,5,5.0,0.632,37.2,0.664,1,0.35125
Walking,14.486,1,129.95,0.937,33.34,0.119,1,0.0
Car,35.238,4,4.0,0.008,18.15,0.331,0,1.80117
Bus,2.685,1,9.3,0.768,33.63,0.363,1,0.53032
Motorcycle,4.731,1,114.91,0.871,32.63,0.486,1,0.56735
Motorcycle,16.944,1,117.43,0.013,15.9,0.835,1,1.85196
Metro,18.967,1,132.64,0.348,35.43,0.939,1,0.73922
Bicycle,15.085,1,126.93,0.956,30.68,0.036,1,0.0
Car,22.665,1,1.0,0.552,13.36,0.118,0,4.73007
Bicycle,6.1,1,119.88,0.73,30.07,0.684,1,0.00901
Bicycle,13.679,1,130.59,0.336,17.17,0.027,1,0.03269
Metro,5.751,1,110.73,0.207,17.74,0.297,1,0.23962
Car,5.333,5,5.0,0.667,19.18,0.191,1,0.24729
Motorcycle,12.158,1,117.78,0.496,13.95,0.193,0,1.39237
Walking,6.874,1,122.95,0.974,30.76,0.236,1,0.01167
Motorcycle,17.133,1,131.72,0.198,33.44,0.076,0,1.7899
Metro,26.701,1,120.51,0.927,37.6,0.493,0,1.11868
Bicycle,13.924,1,125.92,0.424,32.35,0.745,0,0.01027
Bus,15.44,1,16.23,0.549,33.79,0.463,0,1.75021
Walking,14.56,1,115.58,0.204,17.22,0.43,0,0.0
Bus,11.211,1,18.37,0.622,19.53,0.178,0,1.09856
Motorcycle,11.226,1,122.59,0.118,36.12,0.743,1,1.2942
Bus,5.303,1,9.59,0.354,13.67,0.495,1,0.98002
Motorcycle,5.606,1,124.51,0.685,29.15,0.665,1,0.72673
Bicycle,12.166,1,112.28,0.63,11.7,0.386,1,0.0
Bus,7.511,1,17.32,0.643,37.3,0.811,0,0.77022
Motorcycle,6.543,1,124.08,0.7,18.45,0.809,1,0.82631
Metro,11.791,1,131.89,0.402,32.98,0.256,1,0.42065
Bus,16.173,1,21.42,0.324,35.9,0.921,0,1.34847
Walking,19.569,1,119.4,0.32,34.48,0.228,0,0.0
Bus,4.987,1,2.42,0.527,25.06,0.689,1,3.80255
Motorcycle,11.194,1,125.6,0.928,11.8,0.109,0,1.38854
Walking,16.302,1,117.17,0.065,11.48,0.27,0,0.0031
Motorcycle,10.425,1,118.6,0.121,39.66,0.145,0,1.09286
Bus,5.95,1,10.65,0.033,19.64,0.58,1,0.92179
Walking,10.251,1,124.69,0.667,14.48,0.972,0,0.0
